sira,arapca,meal,ravi,kaynak
1,"إِنَّمَا الْأَعْمَالُ بِالنِّيَّاتِ","Ameller ancak niyetlere göre değerlenir.","Ömer bin Hattâb (r.a.)","Buhârî, Bedü'l-Vahy 1; Müslim, İmâre 155"
